name,nameEN,city,rate,address,phone,time,quality_rate,service_rate,w_to_p_ratio,decor_rate,features
گردو,coffeeshops,tehran,8.8,ابتداي گلبرگ غربي،خيابان حيدري،پلاك ٩٦,02177817393,11-23:30,4, 4,4,4,"['موسیقی زنده', 'قلیان', 'فضای باز', 'اینترنت رایگان', 'ارسال رایگان (Delivery)', 'دستگاه کارت خوان']"
نایریکا,coffeeshops,tehran,7.8,اشرفی اصفهانی،خیابان مخبری، نرسیده به چهارراه سردارجنگل،پلاک 79,021,9-23,4, 4,4,3,"['صبحانه', 'موسیقی زنده', 'سیگار', 'قلیان', 'دستگاه کارت خوان']"
کارفه,coffeeshops,tehran,,کریمخان،ویلای ‌جنوبی،کوچه ‌ارشد،شماره ۷,02188926063,10-22,0, 0,0,0,"['صبحانه', 'سیگار', 'اینترنت رایگان', 'دستگاه کارت خوان']"
بهروزان,coffeeshops,tehran,,تهران پارس، خیابان بهار، نبش علی پور,02177927158,10-23,0, 0,0,0,"['قلیان', 'دستگاه کارت خوان']"
ریور,coffeeshops,tehran,5.9,ميرداماد ، ميدان مادر ، خيابان وزيرى پور، پلاك ١٩/١,02126423038,8:30-23:30,3, 2,3,2,"['صبحانه', 'موسیقی زنده', 'سیگار', 'اینترنت رایگان', 'چشم انداز', 'دستگاه کارت خوان']"
پات (باشگاه انقلاب),coffeeshops,tehran,7.4,خیابان ولیعصر،ابتدای  بزرگراه نیایش،درب غربي مجموعه ورزشي انقلاب ، خانه گلف,02126217484,8-23,4, 4,3,4,"['صبحانه', 'موسیقی زنده', 'پارکینگ', 'سیگار', 'اینترنت رایگان', 'چشم انداز', 'دستگاه کارت خوان']"
اشوان,coffeeshops,tehran,7.5,شهرک اکباتان، فاز یک ،سوپر دوم، شماره یک,02144635553,10-23,5, 5,5,5,"['صبحانه', 'سیگار', 'قلیان', 'اینترنت رایگان', 'دستگاه کارت خوان']"
ویونا (هروی سنتر),coffeeshops,tehran,7.7,میدان هروی ، خیابان موسوی ، نبش نازک ، مرکز خرید هروی سنتر ، طبقه یکم,02126758409,8-22:30,4, 4,4,4,"['صبحانه', 'اینترنت رایگان', 'چشم انداز', 'دستگاه کارت خوان']"
ویونا اکسپرس (فودکورت سانا),coffeeshops,tehran,6.9,اندرزگو، بین خیابان علوی و کوچه زمانی ، مرکز خرید سانا طبقه دوم,02174438955,11-24,3, 2,2,3,"['صبحانه', 'پارکینگ', 'سیگار', 'دستگاه کارت خوان']"
حس کافه,coffeeshops,tehran,9.3,خیابان فرشته، نیلوفر، مجتمع رویال آدرس طبقه2,02126209940,12-23,4, 4,5,4,"['موسیقی زنده', 'پارکینگ', 'سیگار', 'فضای باز', 'اینترنت رایگان', 'چشم انداز', 'دستگاه کارت خوان']"
گراند حیات,coffeeshops,tehran,8.8,خیابان پاسداران، خیابان نگارستان هشتم، نبش چهارراه اول پلاک ۲۶,02122841634,11:30-24,4, 4,4,4,"['موسیقی زنده', 'سیگار', 'قلیان', 'فضای باز', 'اینترنت رایگان', 'چشم انداز', 'دستگاه کارت خوان']"
مانیا,coffeeshops,tehran,4.6,حکیمیه،بلوار بهار،بلوار بابايان،تقاطع بلوار افق،نبش بوستان ساحل,02177317364,12-24,1, 1,2,1,"['موسیقی زنده', 'سیگار', 'قلیان', 'اینترنت رایگان', 'ارسال رایگان (Delivery)', 'دستگاه کارت خوان']"
کافه بازی گیک,coffeeshops,tehran,8.3,خیابان کریمخان، خیابان سنایی، کوچه سوم، پلاک ۴,02188300805,12-24,4, 4,4,4,['دستگاه کارت خوان']
روحی,coffeeshops,tehran,8.9,"ميدان بهارستان، خيابان دانشسرا ،خيابان شريعتمدار رفيع ،"" باغ نگارستان """,02133900138,12-20,4, 4,5,4,"['صبحانه', 'فضای باز', 'چشم انداز', 'دستگاه کارت خوان']"
پرانا,coffeeshops,tehran,7.3,سعادت آباد ، بلوار دریا ، مطهری شمالی ، خیابان عباسی اناری شرقی ، نبش کوچه آقایی پور،پلاک 10,02188699788,12-23:30,4, 4,4,4,"['سیگار', 'قلیان', 'اینترنت رایگان', 'دستگاه کارت خوان']"
خلیج فارس,coffeeshops,tehran,7.5,یوسف اباد،جهان ارا،انتهایی خیابان 51،سمت راست(خیابان شصتم غربی),02188053230,11-24,4, 4,4,4,"['سیگار', 'قلیان', 'اینترنت رایگان', 'دستگاه کارت خوان']"
وال,coffeeshops,tehran,7.8,خیابان انقلاب روبروی لاله زار شمالی جنب سینما پیام کوچه شکوه پلاک5,02188863027,9-24,4, 4,3,4,"['صبحانه', 'موسیقی زنده', 'سیگار', 'اینترنت رایگان', 'دستگاه کارت خوان']"
هتل آپارتمان وزرا,coffeeshops,tehran,7.7,خیابان خالد اسلامبولی (وزراء)،بعد از بیمارستان گاندی،پلاک 124,02188206220,7-22,4, 4,4,4,"['صبحانه', 'پارکینگ', 'فضای باز', 'اینترنت رایگان', 'دستگاه کارت خوان']"
دل,coffeeshops,tehran,4.9,سعادت آباد، بلوار سرو شرقي، خیابان مجد، کوچه نسترن، پلاک41,02122141248,11-24,2, 2,4,3,"['اینترنت رایگان', 'چشم انداز', 'ارسال رایگان (Delivery)', 'دستگاه کارت خوان']"
قصرموج,coffeeshops,tehran,8.2,بلوار میرداماد ، خیابان شمس تبریزی جنوبی ،  کوچه مریم ، پلاک ۲,02122255222,9-24,4, 4,4,4,"['صبحانه', 'موسیقی زنده', 'پارکینگ', 'سیگار', 'سالاد بار', 'قلیان', 'اینترنت رایگان', 'چشم انداز', 'ارسال رایگان (Delivery)', 'دستگاه کارت خوان']"
یاما,coffeeshops,tehran,8.2,خیابان بهشتی ، خیابان کاووسی فر ،  پلاک 43,02188758388,7:30-22,5, 5,4,5,"['اینترنت رایگان', 'ارسال رایگان (Delivery)', 'دستگاه کارت خوان']"
آریانا آرت کافه,coffeeshops,tehran,6.9,خیابان فرشته نرسیده به چناران پلاک9,02122004741,9-23,3, 3,3,2,"['صبحانه', 'اینترنت رایگان', 'دستگاه کارت خوان']"
اتاق,coffeeshops,tehran,9.1,خیابان انقلاب، خیابان فلسطین جنوبی، کوچه پشن، پلاک 32,02166177025,9-23,4, 4,5,5,"['صبحانه', 'موسیقی زنده', 'سیگار', 'اینترنت رایگان', 'دستگاه کارت خوان']"
بلوار,coffeeshops,tehran,8.6,‎زعفرانيه ، مركز خريد پالاديوم ، طبقه دوم,02122664534,8-24,4, 4,4,4,"['صبحانه', 'پارکینگ', 'سیگار', 'فضای باز', 'اینترنت رایگان', 'چشم انداز', 'ارسال رایگان (Delivery)', 'دستگاه کارت خوان']"
لول فور,coffeeshops,tehran,8.2,ميدان تجريش، مركز خريدارگ، طبقه ٤، کافه‌ رستوران Level4,02140221878,8:30-12:30و13-24,4, 3,4,3,"['صبحانه', 'پارکینگ', 'سیگار', 'قلیان', 'فضای باز', 'اینترنت رایگان', 'چشم انداز', 'دستگاه کارت خوان']"
شهر کتاب,coffeeshops,tehran,6.5,خیابان شریعتی، نرسیده به پل صدر، پلاک ۱۶۷۱,02122607631,10-23,4, 3,4,4,"['صبحانه', 'سیگار', 'دستگاه کارت خوان']"
موسیقی,coffeeshops,tehran,6.8,فرشته انتهای خیابان آقابزرگی خیابان اکبری کوچه نیلوفر موزه موسیقی,02122672784,10-23,4, 4,4,4,"['صبحانه', 'سیگار', 'اینترنت رایگان', 'ارسال رایگان (Delivery)', 'دستگاه کارت خوان']"
دیپلمات,coffeeshops,tehran,کیفیت غذا,خیابان استاد مطهری، خیابان فجر (جم سابق)،پلاک 40,02188305090,10:30-22,5, 5,4,5,"['سیگار', 'اینترنت رایگان', 'دستگاه کارت خوان']"
رئیس (جم),coffeeshops,tehran,8.7,خیابان مطهری، خیابان فجر، شماره 44,02188314738,8:30-23:45,4, 5,4,4,"['صبحانه', 'اینترنت رایگان', 'دستگاه کارت خوان']"
لمیز (ونک),coffeeshops,tehran,9,خیابان ولیعصر، بالاتر از میدان ونک،نبش کوچه صیرفی پلاک2469,02188674895,7-24,3, 3,4,4,"['اینترنت رایگان', 'دستگاه کارت خوان']"
لاین کافه(فود کورت پلاتین),coffeeshops,tehran,7.3,شهرک غرب،بلوار فرحزادی،نبش سینمای ایران,0211737,8-24,4, 3,4,4,"['پارکینگ', 'اینترنت رایگان', 'دستگاه کارت خوان']"
اُپال,coffeeshops,tehran,8.2,اشرفی اصفهانی،بالاتر از میدان پونک،نبش کوچه سیزدهم,02146042912,8-23,0, 0,0,0,"['صبحانه', 'موسیقی زنده', 'سیگار', 'اینترنت رایگان', 'دستگاه کارت خوان']"
امید (بلوار فردوس غرب),coffeeshops,tehran,7.8,بلوار فردوس ،نرسیده به اتوبان ستاری ،بلوار ورزی جنوبی، پلاک 20,02144153846,9-23,4, 4,4,4,"['سیگار', 'اینترنت رایگان', 'دستگاه کارت خوان']"
کاریز (ترگیل),coffeeshops,tehran,8.4,خيابان شريعتي ، خيابان دولت، نبش نعمتي(كيكاووس) ، باغ خانه شاعران ايران,02122617179,8-23:30,4, 3,4,3,"['صبحانه', 'سیگار', 'فضای باز', 'چشم انداز', 'دستگاه کارت خوان']"
قهوه خانه آذربایجان,coffeeshops,tehran,7.4,میدان انقلاب، ضلع شمال شرقی، پلاک ۱۱۱۹,02166419830,8-23,0, 0,0,0,"['صبحانه', 'سیگار', 'قلیان', 'دستگاه کارت خوان']"
صاب,coffeeshops,tehran,7.8,جردن ، کوچه مهیار، نبش بن بست زاور، پلاک5,02122036655,12-24,3, 3,3,3,"['سیگار', 'اینترنت رایگان', 'ارسال رایگان (Delivery)', 'دستگاه کارت خوان']"
گلستان,coffeeshops,tehran,8.1,خيابان حافظ نرسيده به ميدان حسن آباد هتل گلستان كافه گلستان,02166711418,10-22,0, 0,0,0,"['موسیقی زنده', 'پارکینگ', 'سیگار', 'اینترنت رایگان', 'دستگاه کارت خوان']"
بن ژور,coffeeshops,tehran,7.9,میدان آرژانتین ، بلوار بیهقی ، روبروی پارکینگ شهروند,02188731819,7:30-24,4, 3,4,4,"['صبحانه', 'دستگاه کارت خوان']"
کافه رستوران ویس,coffeeshops,tehran,8.6,خيابان طالقاني، ضلع غربي ميدان فلسطين، جنب خيابان فريمان، پلاك ٥٤٨,02166406225,9-23,4, 4,4,4,"['سیگار', 'اینترنت رایگان', 'دستگاه کارت خوان']"
رومی,coffeeshops,tehran,8.1,خیابان شریعتی ، بالاتر از پل صدر ، مقابل سهیل (میرزاپور) ، بین بانک سپه و شهر کوچه باران ، پایین پله ، پلاک ۲,02126643166,9-24,3, 3,4,3,"['صبحانه', 'موسیقی زنده', 'سیگار', 'فضای باز', 'دستگاه کارت خوان']"
رد کافی,coffeeshops,tehran,8.5,خیابان انقلاب ، زیر پل کالج نرسیده به خیابان البرز  ٢ ، پلاک 737,02166403414,8-24,4, 3,4,3,"['صبحانه', 'اینترنت رایگان', 'دستگاه کارت خوان']"
کفیشه,coffeeshops,tehran,7.6,خیابان کریمخان، خیابان شهید حسینی، پلاک ۱۱,02188835221,9-24,4, 4,4,4,"['اینترنت رایگان', 'دستگاه کارت خوان']"
بستنی رضا,coffeeshops,tehran,7.3,خیابان یوسف آباد ، نبش خیابان ۶۲ ، پلاک ۴۵۰,02188055315,9:30-24,3, 3,2,3,"['سیگار', 'دستگاه کارت خوان']"
حس خوب,coffeeshops,tehran,6.1,شهران جنوبی ، کوچه پنجم شرقی(کوچه فرهنگسرای معرفت)، شماره 33,02144309965,9-23,0, 0,0,0,"['صبحانه', 'سیگار', 'اینترنت رایگان', 'دستگاه کارت خوان']"
لاون,coffeeshops,tehran,8.5,تهرانپارس، بین فلکه دوم و سوم، پلاک ۲۶۰,02177746096,8:30-23:45,31, 4,4,3,"['صبحانه', 'سیگار', 'اینترنت رایگان', 'چشم انداز', 'ارسال رایگان (Delivery)', 'دستگاه کارت خوان']"
لاله سرویس,coffeeshops,tehran,5.2,تقاطع بزرگراه شهید چمران و خیابان ولیعصر (عج). هتل بین المللی پارسیان استقلال,02122660011,,3, 3,4,3,"['صبحانه', 'پارکینگ', 'دستگاه کارت خوان']"
کانتینر (دیباجی),coffeeshops,tehran,8.7,فرمانیه،دیباجی شمالی،پلاک ۱۱،۱۳,02126111140,7-24,4, 3,4,3,['دستگاه کارت خوان']
ماهور,coffeeshops,tehran,4.1,خیابان کریمخان،خیابان ایرانشهر،خیابان آذرشهر،پلاک28,02188323056,10-24,2, 2,2,3,"['اینترنت رایگان', 'دستگاه کارت خوان']"
سایا,coffeeshops,tehran,6.1,انقلاب، خیابان دانشگاه، پاساژ دانشگاه، طبقه زیر همکف,02166492290,10-22,4, 4,4,4,"['صبحانه', 'سیگار', 'دستگاه کارت خوان']"
مدیکو,coffeeshops,tehran,,خیابان ولیعصر ، نرسیده به توانیر ، نبش کوچه بخشندگار ساختمان مدیکو,02186081279,8-24,0, 0,0,0,"['صبحانه', 'پارکینگ', 'سیگار', 'فضای باز', 'اینترنت رایگان', 'دستگاه کارت خوان']"
ویوا کافه,coffeeshops,tehran,6.7,سهروردى شمالى خيابان توپچى ويواكافه شماره 13,02188765858,8-23:30,3, 3,4,3,"['اینترنت رایگان', 'دستگاه کارت خوان']"
بام,coffeeshops,tehran,8.2,مترونواب پنت هاووس برج گردون کافه بام ساختمان جنوبی ط 9 واحد 902,02166385145,9-24,4, 3,4,3,"['صبحانه', 'سیگار', 'قلیان', 'اینترنت رایگان', 'دستگاه کارت خوان']"
لینت,coffeeshops,tehran,7.7,خیابان قائم مقام، خیابان جم، پلاک ۴,02188832727,9-20,3, 3,4,5,"['صبحانه', 'سیگار', 'دستگاه کارت خوان']"
ملانژ,coffeeshops,tehran,7.6,سهروردی شمالی، خرمشهر(آپادانا) ، عشقیار(نیلوفر) ، پلاک 65,021,7-24,4, 4,4,4,"['صبحانه', 'اینترنت رایگان', 'ارسال رایگان (Delivery)', 'دستگاه کارت خوان']"
آرمه,coffeeshops,tehran,7.4,خيابان وليعصر ، روبروي پارك ملت ، بلوار ناهيد غربي، پلاک 103/1,02126290691,8-24,4, 4,4,4,"['صبحانه', 'اینترنت رایگان', 'دستگاه کارت خوان']"
کافه ه (گیشا),coffeeshops,tehran,5.8,گیشا، کوی نصر، بین خیابان 13و15، مرکزخرید فرتاک طبقه زیر همکف,02188287845,9:30-24,5, 4,4,5,"['صبحانه', 'موسیقی زنده', 'سیگار', 'قلیان', 'اینترنت رایگان', 'ارسال رایگان (Delivery)', 'دستگاه کارت خوان']"
اُوان,coffeeshops,tehran,8.2,همت غرب، سردار جنگل، كوچه حيدرى مقدم شرقى، برج جام جم همت، واحد٣٣,02144624228,9:30-23,4, 4,4,4,"['صبحانه', 'سیگار', 'اینترنت رایگان', 'دستگاه کارت خوان']"
